author_name,sentiment,compound_score,positive_score,negative_score,neutral_score,likes,reply_count,comment_text
@covfefemaga7918,Negative,-0.6476,0.0,0.169,0.831,2,0,I was listening to this without watching and I'd stop to look after some of these insults. Fix your own face before you start talking about how a woman looks!
@Amberkay862,Negative,-0.1779,0.0,0.059,0.941,2,0,"The lady in the pink dress right from the beginning, I was getting all the weird vibes. And she proved it by the end. Something is just not right. 🧐"
@FabOfLife,Positive,0.8508,0.429,0.0,0.571,1,0,Woman in the green dress is absolutely beautiful!! I’m so inspired by her.
@nicolerogers1310,Negative,-0.3987,0.0,0.118,0.882,3,0,Wowwww the 1st guy who said he would drop a baby inside of her 2night ABSOLUTELY DISRESPECTFUL! N DIS TASTEFUL....This GrownBoy! Needs 2 Gooo...nexxxxx🙅‍♀️✔️
@PSifreeyou54,Neutral,0.0,0.0,0.0,1.0,1,0,This Unc Lineup is EEEYUCK
@cordelljohnson1060,Positive,0.3612,0.238,0.0,0.762,0,0,What is Arlette on? She's looking fit and trim.
@koledo99,Neutral,0.0,0.0,0.0,1.0,177,0,These men need to be looking into the eyes of the lady not the lens of the camera 🤦🏾
@Lunatiqueee,Positive,0.5702,0.281,0.0,0.719,194,0,the choice of not having no more kids is not about the stomach lol
@Ahsenat,Negative,-0.2023,0.12,0.159,0.721,1,0,Council is by far the dumbest person I’ve seen on this series. Lord have Mercy. His responses
@sagamigal,Positive,0.1779,0.166,0.124,0.71,0,0,Pink dress 👚 who favours Novi Brown was too nervous and she came across cringy.
@jenna4628,Positive,0.7717,0.309,0.0,0.691,0,0,Lol this is why I'm going where I'm loved now. Cause what is this line up lmfaoo
@wandawilson1219,Positive,0.4003,0.091,0.0,0.909,2,0,My father only son guy🥴👉🏽 need to show his my chart results to everyone he’s dating are going to sleep with… it’s giving germs and outside outside! 🥴💯😂😭😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@zheebooo22,Neutral,0.0,0.0,0.0,1.0,0,0,19:21 😮😮😮 😆 🤣 😂 😹...
@LadyLillith3791,Neutral,0.0,0.0,0.0,1.0,4,0,This lineup is why the population is declining. These dudes need a reality check. Especially only son 🤡
@samanthamaxwell5293,Negative,-0.4245,0.081,0.145,0.774,2,0,"""I am my father's only son""!!! Is anyone disputing this? Only your dad can say this for sure, or is this his personal brand??"
@Tshegomlp,Neutral,0.0,0.0,0.0,1.0,2,0,What is going on? 40 minutes and zero matches.
@Tay-w4y,Neutral,0.0202,0.171,0.169,0.66,14,0,Leather jacket is quite critical. I can see that he has been rejected often in his life. The young lady carried herself quite well. Kudos to her 🙏🏽
@surrealbeauty4520,Positive,0.3612,0.217,0.0,0.783,9,0,Everybody look like the same guy just in different fonts 🥀
@daniquahdavis9831,Negative,-0.4019,0.0,0.351,0.649,1,0,That lady talks too damn much
@thoughtsarelisas,Negative,-0.2516,0.0,0.134,0.866,0,0,black and white dress is somewhat odd .. are you looking for a new dad?
@beingJabulani,Positive,0.8338,0.342,0.0,0.658,0,0,"Very interesting episode. Like the more mature group even though having a baby in your 40’s is a conversation. First one, maybe."
@nicole4779,Neutral,0.0,0.0,0.0,1.0,1,0,“Are you divorced & is your ex-wife still living?” Girl what?!?!?
@AleciaJGibbs,Positive,0.5267,0.135,0.07,0.795,29,0,"I completely understand the lady with the pink dress. 
Hard topics are not always going to be received well. Marriage and Divorce is a touchy subject and its not really something thats necessarily better to ignore like alot of ""Christians"" do. The process of staying in the will of God may look uncomfortable but it will be worth it. If you know, you know."
@m.b.2256,Positive,0.1002,0.116,0.098,0.787,0,0,Green dress lady got a bbl or lipo. It’s not natural. And dude was right she don’t workout like that.
@katchrist_,Negative,-0.4404,0.0,0.209,0.791,0,0,1:19:37  she’s just painful to listen to 🥱 she’s right he over explains
@lulu23567,Positive,0.3612,0.217,0.0,0.783,0,0,leather guy looks like chief wiggum of the simpsons 🤣🤣🤣
@kadijahkeys5693,Neutral,0.0,0.0,0.0,1.0,0,0,19:30 they cant keep up with who??!!😅😂
@BrothaIsaiahFBA,Neutral,0.0,0.0,0.0,1.0,0,0,BM with the consistent panning of the camera to show folk outfits and such 🥹🥹 the real MVP
@sweettexastee,Positive,0.4898,0.332,0.181,0.487,0,0,Tina! Congratulations on losing over 100 lbs sis!! 💪🏽
@NoraBeyan,Positive,0.8805,0.419,0.077,0.503,0,0,"I hope to look as good as the 50 year old in my 50s, stunning and amazing aura! Their loss 100%"
@jayjus5575,Positive,0.558,0.176,0.097,0.727,0,0,"Christmas edition of pop the ballon and say 1. “you are very handsome/beautiful but no initial attraction” 🤗
2. I love traveling but says can’t do long distance"
@ivegotthenews1534,Negative,-0.7845,0.098,0.391,0.511,1,0,Please stop insulting people's teeth. That is cruel and unnecessary and not from the Lord. 😒😒😒
@POOCHIESCLOSET,Positive,0.2732,0.17,0.114,0.716,2,0,"The comedian lady was a joy to watch. That ""am I walking backwards"" comment really tickled me.

That lady in the pink dress wants to know if the ex-wife is dead. 🤣🤣🤣🤣🤣"
@mikejthestudent,Negative,-0.2869,0.103,0.151,0.745,0,0,"Damn, why Brandon come for green dress shorty like that????? Bro triggered 😭😭😭😭😭😭 her not having a waist trainer shheeeyyyyeeeeessshhhh 🤤🤤"
@melw5257,Positive,0.5859,0.348,0.0,0.652,1,0,19:57 this man built like manny fresh what he talking bout
@Anthonydemone,Neutral,0.0,0.0,0.0,1.0,0,0,🔴 Is Arlette thinner than before or I'm tripping❓️🤔
@PSGFultonSquare,Negative,-0.4973,0.0,0.199,0.801,0,0,The dude that came out telling the female shes not fit herself to be looking for someone thats fit.
@Shaquille_oatmeal-x,Neutral,0.0,0.0,0.0,1.0,0,0,Arlette signaling pink dress to wrap it up 😂😂😂😂 1:16:57
@4rachelshari,Positive,0.4404,0.209,0.0,0.791,3,0,Be humble. Some of these men really think they’re HOT STUFF. 😅 relax
@kelsyjoseph7550,Neutral,0.0,0.0,0.0,1.0,0,0,Yikesss he ain’t lie about those arms
@JadaKingdom971,Negative,-0.3182,0.0,0.119,0.881,1,0,The lady in the red long dress talks WAAAAAAAAAAYYYYYYYYYYYYYYYYYYYYYYYYYYY to much 😩 she lost me on he divorce question
@ArvinJOIsaac,Neutral,0.0,0.0,0.0,1.0,0,0,Wait tonight 😅😅😅😅😅……BM needs to “counsel” this dude
@LisaMarieUnfiltered,Neutral,0.0,0.0,0.0,1.0,1,0,What is this lineup? 😭😭
@MA-wo5yk,Neutral,0.0,0.0,0.0,1.0,1,0,Its not a waist trainer....its a tummy tuck with liposuction.  Lets be real
@LotusBloomington,Negative,-0.5848,0.0,0.24,0.76,0,0,"Horrible line up, except black and red, and chubby guy at the end!"
@AbouKhaled-Fawzi,Neutral,0.0,0.0,0.0,1.0,0,0,👍👍👍
@curly__lee7087,Neutral,0.0,0.0,0.0,1.0,0,0,"“You have to look inside yourself”
Audacity!"
@bklynriggs1576,Neutral,0.0,0.0,0.0,1.0,0,0,pink dress is long winded..
@heavyshae2026,Neutral,0.0,0.0,0.0,1.0,2,0,Why he keep saying “ fathers only son “
@thatonepersonoflove,Positive,0.3527,0.123,0.06,0.817,0,0,Why does 1st dude who walks out in the intro look like he smelled a funky booty? What is this gesture? 🤣😂💨
@Starta-lc1ee,Negative,-0.8047,0.041,0.309,0.65,1,0,"Is it me of i just had a feeling that lady in pink came out timid and called herself "" submissive ""
But then turned into angry, aggressive one.😮"
@thomassmith9538,Positive,0.6696,0.473,0.0,0.527,8,0,A physician and a software engineer - love it! 🎉
@LisaMarieUnfiltered,Neutral,0.0,0.0,0.0,1.0,0,0,Leather 2 piece got some nerve.
@jtwoine,Positive,0.6124,0.2,0.0,0.8,14,0,I like how folks mention dental hygiene and then the other person start talking like a ventriloquist 😂. Knowing we tryna see that grill.
@maximus_apen,Negative,-0.5859,0.148,0.342,0.51,0,0,"The woman is blue is mad funny, too bad she couldn’t find anyone"
@ejay2075,Positive,0.8176,0.197,0.065,0.737,3,0,"I said the same thing about the lady in the green when she said fitness. Her arms do not say fitness and she's overweight. Theres no way she's into fitness like she says she is carrying that much weight. Like the dude in the leather jacket said, the back of that arm will tell every time. Nonetheless she does look good though."
@jayamos32,Negative,-0.5106,0.0,0.248,0.752,1,0,Arlette is getting sick of last minute poppers and bs people
@DMCEagles05,Positive,0.9417,0.292,0.059,0.649,0,0,"BRING THE  COMEDIAN BACK.
Im not crazy bout her looks but i love her energy. Personality. Career. I think blue hair at 50+ is wild bit everyone aint perfect. I know we would have good convos and dates. If she could turn me on im down. 
Plus funny women are rare. 
Bring her back"
@MysticBreeze2423,Positive,0.0516,0.165,0.153,0.682,0,0,Teal dress has a voice of a singer and presence. Damn those deal breakers tho...too funny
@AtypicalPOKER,Positive,0.3612,0.172,0.0,0.828,3,0,"First dude wore his new balance, he was ready for this long episode."
@cmartice09,Positive,0.1027,0.16,0.135,0.705,984,0,“I’ll drop one in you tonight” EEEEYYYYUCK like that is such an ICK
@ivegotthenews1534,Positive,0.5411,0.411,0.0,0.589,0,0,Save some topics for the DATE! 😏
@Nyika-k747,Positive,0.0772,0.206,0.0,0.794,0,0,Those old men want young girls 😂
@jaydenvaughn6976,Neutral,0.0,0.0,0.0,1.0,17,0,"Pink dress, is just coocoo for cocoa puffs 😂😂😂"
@willberforce876,Positive,0.5994,0.154,0.0,0.846,0,0,LMAOOOO buddy pointed out her wings ....i was thinking the sam thing....hows fitness major to you with a shaper on.... you have them flappy wings lol women be so delusional
@SJJ-y4c,Negative,-0.2023,0.087,0.117,0.795,0,0,"This episode proves that there’s some truth to the statement “If you’re single over 40, it’s because something is wrong with you” 😣😣😣😣"
@NotFilming,Negative,-0.4767,0.0,0.237,0.763,2,0,1:18:11 “I’m widowed woman not a divorced woman” … what’s the point? 🙄😂
@xlaw6272,Neutral,0.0,0.0,0.0,1.0,2,0,GREEN DRESS is a a whole RED FLAG.
@GiftChikaphonya,Positive,0.8392,0.275,0.0,0.725,0,0,"I'm Gift Chikaphonya from Malawi and I just love this show, in fact Arlette gives me vibe probably just the way she handles it!!!"
@brandancombs,Neutral,0.0,0.0,0.0,1.0,0,0,I don’t have on a waist trainer 😮😂
@chaleorta,Neutral,0.0,0.0,0.0,1.0,0,0,40s 50s?! Y'all too old to be on a show trying to date.
@dominicdjan8700,Neutral,0.0,0.0,0.0,1.0,0,0,I did realize that most of the men in the lineup did not give eye contact with the ladies
@mezillenz8220,Negative,-0.3595,0.0,0.102,0.898,1,0,"Noelle just blabbed herself out of a possible date with all that confusion about your divorced wife still being your wife "" physically"", jeez maaan!"
@whitwhit1201,Negative,-0.34,0.0,0.375,0.625,1,0,This line up was a flop
@imlaartstudios,Positive,0.8847,0.221,0.032,0.747,0,0,"These men came to get laid with a young airheads but these grown women had integrity and standards, amen. But those body shapers are holding them down better then men are lol❤ green dress hard on a iron built body shaper on lol"
@janeeyx5672,Negative,-0.4416,0.0,0.303,0.697,1,0,God… this show just exposes people and not in a good way.
@NetaaD,Neutral,0.0,0.0,0.0,1.0,0,0,Amen Mariska ❤
@MeeksMills,Positive,0.5719,0.316,0.0,0.684,0,0,The last two were perfect for the First Lady.
@MysticBreeze2423,Positive,0.2732,0.13,0.0,0.87,0,0,"You can tell who's from Florida i notice they all have that same vibe, a certain steelo"
@dreambiggmedia,Negative,-0.5423,0.0,0.636,0.364,0,0,Grown ass kids 😂
@byronkeys3749,Positive,0.3612,0.111,0.0,0.889,0,0,Buddy in the black jacket. Seems like he was in class with lil Daryl. His kinda white forces says it all
@DrWillJamesPodcast,Positive,0.2617,0.128,0.086,0.786,3,0,Stupid guy with the glasses says he’s over his ex but he popped his balloon because the lady looks like his ex.
@brh2121,Neutral,0.0,0.0,0.0,1.0,0,0,I don’t have 21 answers Lmaoo
@Ms_Niki_Nicole,Neutral,0.0,0.0,0.0,1.0,29,0,So is being your fathers only son a accomplishment?
@Vince-ud3ek,Positive,0.7958,0.453,0.104,0.443,143,0,Happy the physician got a good match. Some intellectuals don't often attract any  matches.
@a.yohannes6675,Positive,0.0772,0.14,0.0,0.86,3,0,“I’m my fathers only son” translates to I want kids.
@nameinaframeindy,Neutral,0.0,0.0,0.0,1.0,0,0,Unk nem ain’t playin 😂
@analog_geechee_girl,Neutral,0.0,0.0,0.0,1.0,1,0,it be too much talking after popping
@MZ_NEBRASKA,Positive,0.8041,0.233,0.065,0.702,0,0,"This line up of males got sum HIPS that don't lie on em eh?!?! 👀👀

Anywho....this was not a good lineup for the beautiful successful ladies 🤷🏾‍♀️😩😒the girlies need a redo"
@pkeys11,Positive,0.6486,0.346,0.0,0.654,332,0,Pink dress seems like a lot. This went from lighthearted to a Lifetime movie.
@amournne,Positive,0.4019,0.101,0.0,0.899,0,0,"The man in the leather jacket, he definitely drink or smoke or some. My mother always told me the eyes never lie , his isn’t lien"
@christellen3077,Positive,0.1548,0.183,0.142,0.675,0,0,"18:47 This lady GOT EEEEVRYTHING TOGETHER. IN CHRIST, MODEST, SHE IS PHYSICALLY fit.

The man who popped is really low in his self esteem 19:50 he was angered.  May God help him"
@tomtomtombossa,Neutral,0.0,0.0,0.0,1.0,0,0,I will assume his mother had more than one sons 😂
@kadijahkeys5693,Positive,0.3818,0.247,0.0,0.753,0,0,11:35 please pop on him. Lord we don’t want another podcast “love expert”
@kingcarti2631,Positive,0.2023,0.107,0.0,0.893,0,0,Literally only girl that was fine was in the green… all the rest are mid asf
@curly__lee7087,Positive,0.6369,0.583,0.0,0.417,10,0,I love the purple Arlette💜
@djsha1986,Neutral,0.0,0.0,0.0,1.0,0,0,"Lady in green Htown 
Lady in blue let's go 50's yesss"
@jbcarshow,Negative,-0.0516,0.205,0.221,0.574,0,0,I knew Leather fit dude was gone be a problem 😂😂😂😂
@makiebahatton2628,Positive,0.597,0.104,0.051,0.845,0,0,"This line up of Men is disappointing. Council is the only one with a true sense of humor. 

The other Men are way to sensitive.  and none of these Men know how to match. They're looking to choose and get chosen rather than to match. 

Matching with someone is about the potential to grow together well. Even if we don't work out or find that we're not growing together I should be able to have learned something from you that I can use in my continued growth."
@CrownMeTiara3,Negative,-0.3612,0.225,0.37,0.405,2,0,Damn I hate green dress didn’t find a match loved her a lot.
@londyjanmlambo9710,Neutral,0.0,0.0,0.0,1.0,1,0,Fathers only son be sleeping with everyone . I knew there was something about him 😂😂
@jalealewis7112,Negative,-0.6697,0.138,0.332,0.53,36,0,Patent leather/ Pleather jacket is a “plump” fool. Just rude and distasteful…. Boy really mad that he DON’T workout lmao 🤣
@sewl385,Negative,-0.6934,0.0,0.199,0.801,0,0,The last three men that walked out in the videos introduction….Uh uh! Nope! It looks like they went from younger in shape men to SMH
@tyrellcobb4665,Negative,-0.296,0.0,0.306,0.694,0,0,Dude in leather got no filter.
@CrownMeTiara3,Neutral,0.0,0.159,0.159,0.682,1,0,I’d drop one in ya tonight… my God not tonight sir 😩
@Ahsenat,Positive,0.1761,0.166,0.131,0.703,0,0,I think the drs confidence and how put-together she is may have been a little intimidating to them.
@WarmSunMgm,Positive,0.6322,0.257,0.0,0.743,2,0,“I need a daughter to take care of me” sir what??? Your sons wouldn’t? 😂
@aaliyahstewart13,Negative,-0.34,0.094,0.142,0.764,0,0,I always pick a guy that I think is the worst of the bunch and he never gets popped first. I wish they could see what we see.
